,Feature,F score,Multicolinearity,Score MRMR
0,is_cod,1878.2631559445229,1e-05,187826315.59445226
1,timeDiff,831.6334819875241,0.09770542413628987,4256.038238009153
2,amount_cod,573.5581098387746,0.17035681627124336,2244.5803081420745
3,weight,75.80058926596368,0.046766787110307184,1215.6807141179004
4,is_cgk,45.25635774300397,0.08173664918094443,442.95884985390023
